"","pval","direction","color"
"20/105 SH3 domain binding",0.0311540637154326,1,"lightcoral"
"147/517 protein domain specific binding",0.000497852488753913,1,"firebrick1"
"269/1125 zinc ion binding",0.000409700278060328,1,"firebrick1"
"90/286 ubiquitin-like protein ligase binding",0.049755334442574,1,"lightcoral"
"24/66 thioesterase binding",0.00512263743525447,1,"firebrick1"
"30/82 tumor necrosis factor receptor superfamily binding",0.000215709373555336,1,"firebrick1"
"256/987 signaling receptor binding",0.0262205506791344,1,"lightcoral"
"40/123 cytokine receptor binding",0.000527202745398655,1,"firebrick1"
"75/218 phosphatase binding",0.000410291375145656,1,"firebrick1"
"170/610 kinase binding",3.1020728418434e-05,1,"firebrick1"
"28/86 protease binding",0.00776981159637578,1,"firebrick1"
"416/1456 enzyme binding",7.86035429582905e-09,1,"firebrick1"
"4/6 choline binding",0.0208801250382288,0,"skyblue2"
"117/500 active transmembrane transporter activity",1.34711359322412e-07,0,"dodgerblue2"
"54/196 symporter activity",4.07703503800256e-05,0,"dodgerblue2"
"8/25 neurotransmitter transmembrane transporter activity",0.0227842568221328,0,"skyblue2"
"80/322 secondary active transmembrane transporter activity",2.82645375175463e-06,0,"dodgerblue2"
"57/233 active ion transmembrane transporter activity",0.00383924325903608,0,"dodgerblue2"
"31/123 solute:cation symporter activity",0.0302509869555178,0,"skyblue2"
"18/83 solute:sodium symporter activity",0.0447458451604661,0,"skyblue2"
"6/38 thyroid hormone transmembrane transporter activity",0.0124684849463191,0,"skyblue2"
"43/185 organic acid transmembrane transporter activity",0.000354034083589454,0,"dodgerblue2"
"120/533 anion transmembrane transporter activity",0.00077870753799839,0,"dodgerblue2"
"33/130 amino acid transmembrane transporter activity",0.000165146016523643,0,"dodgerblue2"
"6/28 ATPase-coupled cation transmembrane transporter activity",0.018839769723515,0,"skyblue2"
"6/15 proton-transporting ATPase activity, rotational mechanism",0.00312230279971393,0,"dodgerblue2"
"339/1468 transporter activity",0.0447458451604661,0,"skyblue2"
"18/81 voltage-gated calcium channel activity",0.0245012757483483,1,"lightcoral"
"57/226 voltage-gated channel activity",0.000215709373555336,1,"firebrick1"
"28/100 voltage-gated potassium channel activity",0.0124684849463191,1,"lightcoral"
"14/44 delayed rectifier potassium channel activity",0.049317011928653,1,"lightcoral"
"12/33 snoRNA binding",0.013664796876203,0,"skyblue2"
"63/245 ligase activity",0.00095164650165486,0,"dodgerblue2"
"21/72 ligase activity, forming carbon-nitrogen bonds",0.00285996001621802,0,"dodgerblue2"
