"","pval","direction","color"
"80/378 synaptic membrane",0.000399636292591521,1,"firebrick1"
"26/131 cytoplasmic region",0.0122016200113785,1,"lightcoral"
"71/294 cell cortex",0.0400134981910699,1,"lightcoral"
"6/19 apical cortex",0.0185888831704635,1,"lightcoral"
"176/705 cytoskeleton",4.76392705442357e-05,1,"firebrick1"
"16/61 M band",0.0192353974627363,1,"lightcoral"
"56/171 mitochondrial protein-containing complex",6.50323913180898e-05,0,"dodgerblue2"
"30/77 inner mitochondrial membrane protein complex",0.0121681648082143,0,"skyblue2"
"13/32 mitochondrial respiratory chain complex I",0.0400073438414976,0,"skyblue2"
"259/986 membrane protein complex",0.0485697689441112,1,"lightcoral"
"265/1077 mitochondrion",0.00513389920577985,0,"dodgerblue2"
"88/333 organelle inner membrane",0.00589580596935058,0,"dodgerblue2"
"121/485 mitochondrial membrane",0.00526938660791974,0,"dodgerblue2"
"78/325 intrinsic component of organelle membrane",0.0270645439626644,0,"skyblue2"
"81/381 vacuolar membrane",0.0168786404985757,0,"skyblue2"
"7/15 proton-transporting V-type ATPase complex",0.0234877364519227,0,"skyblue2"
"3/10 proton-transporting V-type ATPase, V0 domain",0.0188252797663661,0,"skyblue2"
"178/838 Golgi apparatus",0.0341540714595012,1,"lightcoral"
"4/21 plastid",0.0270645439626644,0,"skyblue2"
"12/78 endomembrane system",0.0429848744967084,1,"lightcoral"
"5/8 CBM complex",0.015373479733128,1,"lightcoral"
"139/541 perinuclear region of cytoplasm",0.00526938660791974,1,"firebrick1"
"7/35 peroxisomal matrix",0.0485697689441112,0,"skyblue2"
"41/198 microbody",4.08182321562362e-06,0,"dodgerblue2"
"192/928 extracellular space",0.00147253181337247,0,"dodgerblue2"
"55/192 endoplasmic reticulum lumen",0.0213601812250931,1,"lightcoral"
