delta.rank	pval	level	nseqs	term	name	p.adj	goDivision
-1637	0.00360478222187851	2	76	GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	0.263749899234111	BP
4485	0.00376079676449705	3	10	GO:0030422	production of siRNA involved in RNA interference	0.264335071202258	BP
-2470	0.00376331251711643	2	33	GO:0060291	long-term synaptic potentiation	0.264335071202258	BP
-3162	0.00387086480145671	3	20	GO:1900273	positive regulation of long-term synaptic potentiation	0.266558376131686	BP
-3003	0.00401809556383634	2	22	GO:1902003;GO:1902991;GO:1902004;GO:1902993	regulation of amyloid precursor protein catabolic process	0.270539311163197	BP
-3630	0.00408274017415986	2	15	GO:0042474	middle ear morphogenesis	0.270539311163197	BP
-596	0.00440075761755073	3	565	GO:0007600	sensory perception	0.275064648424142	BP
-3719	0.00446755704480843	3	14	GO:0042359	vitamin D metabolic process	0.275064648424142	BP
632	0.00449853138190631	4	498	GO:0006281	DNA repair	0.275064648424142	BP
-1155	0.0045264470134878	3	146	GO:0007605;GO:0050954	sensory perception of mechanical stimulus	0.275064648424142	BP
3472	0.0045521291254136	-1	16	GO:0000060	obsolete protein import into nucleus, translocation	0.275064648424142	BP
1903	0.00470083457600324	2	53	GO:0051321	meiotic cell cycle	0.275064648424142	BP
2707	0.00481266407159868	2	26	GO:0050871	positive regulation of B cell activation	0.275064648424142	BP
-4155	0.00486594307715717	4	11	GO:0060292	long-term synaptic depression	0.275064648424142	BP
-4352	0.00492303496876248	2	10	GO:2000404	regulation of T cell migration	0.275064648424142	BP
2008	0.00495265832808253	4	47	GO:0050864	regulation of B cell activation	0.275064648424142	BP
3671	0.00501256762504132	3	14	GO:0036065	fucosylation	0.275064648424142	BP
-3643	0.00535510508760231	2	14	GO:0031128	developmental induction	0.280134099073902	BP
1988	0.00539943893568877	3	47	GO:0031023	microtubule organizing center organization	0.280134099073902	BP
-1729	0.00549251073845984	6	62	GO:0033559	unsaturated fatty acid metabolic process	0.280134099073902	BP
-927	0.00552961445938402	2	217	GO:0048167	regulation of synaptic plasticity	0.280134099073902	BP
2613	0.00556479898021831	2	27	GO:0048536	spleen development	0.280134099073902	BP
-2893	0.00558353842117687	5	22	GO:0110110	positive regulation of animal organ morphogenesis	0.280134099073902	BP
430	0.00580130499502851	1	1051	GO:0022414	reproductive process	0.285288388034229	BP
1359	0.00584873688452862	5	99	GO:0009451	RNA modification	0.285288388034229	BP
-398	0.0059797593052161	2	1234	GO:0007155;GO:0022610	biological adhesion	0.287135867316739	BP
3864	0.00624207451511658	2	12	GO:0045943	positive regulation of transcription by RNA polymerase I	0.287135867316739	BP
-1934	0.00624823523891709	2	48	GO:0033108	mitochondrial respiratory chain complex assembly	0.287135867316739	BP
-2528	0.00629080179516605	2	28	GO:0032691;GO:0032651;GO:0032692;GO:0032652	regulation of interleukin-1 beta production	0.287135867316739	BP
3567	0.00640422249773848	2	14	GO:0043589	skin morphogenesis	0.287135867316739	BP
2195	0.00641622247999863	2	37	GO:0045672	positive regulation of osteoclast differentiation	0.287135867316739	BP
-1231	0.0064589218445394	3	118	GO:0043279	response to alkaloid	0.287135867316739	BP
-1359	0.0066610383967148	2	96	GO:0048469	cell maturation	0.290384327881793	BP
-2554	0.00672856391444742	2	27	GO:0035640	exploration behavior	0.290384327881793	BP
-846	0.00678004410202363	4	249	GO:0001558	regulation of cell growth	0.290384327881793	BP
-3415	0.00689091713887055	2	15	GO:0046464;GO:0046461	acylglycerol catabolic process	0.291577120382089	BP
-880	0.00736812220558606	2	225	GO:0007626	locomotory behavior	0.308057680785931	BP
-3380	0.0074979620630075	2	15	GO:0071267;GO:0043102;GO:0071265	amino acid salvage	0.309798150179792	BP
2206	0.00771977069539738	6	35	GO:0006303	double-strand break repair via nonhomologous end joining	0.310683435420575	BP
-2062	0.0077635496862415	3	40	GO:0006612	protein targeting to membrane	0.310683435420575	BP
-2417	0.00786224028549289	2	29	GO:0031290	retinal ganglion cell axon guidance	0.310683435420575	BP
1390	0.00787324195684258	3	88	GO:0032204	regulation of telomere maintenance	0.310683435420575	BP
1134	0.00821084443431056	2	131	GO:0065004;GO:0071824	protein-DNA complex subunit organization	0.320405396147763	BP
-2946	0.00870650901589242	2	19	GO:0061053	somite development	0.336013842459496	BP
-1483	0.00881926723950945	2	75	GO:0007416	synapse assembly	0.336334172954907	BP
2932	0.00903567197066786	2	19	GO:0006356	regulation of transcription by RNA polymerase I	0.336334172954907	BP
1756	0.00909580606420872	2	53	GO:0031058	positive regulation of histone modification	0.336334172954907	BP
-2457	0.00912838568234799	2	27	GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	0.336334172954907	BP
-1946	0.00919364481881295	3	43	GO:0050482;GO:1903963	arachidonic acid secretion	0.336334172954907	BP
-2397	0.00959622782140181	6	28	GO:0000422;GO:0061726	mitochondrion disassembly	0.339359065674985	BP
-3820	0.0096317239610895	2	11	GO:0045116	protein neddylation	0.339359065674985	BP
-3271	0.00964658455839726	2	15	GO:0021545	cranial nerve development	0.339359065674985	BP
2906	0.00966284355566586	4	19	GO:1990001;GO:0097340;GO:0097341	inhibition of cysteine-type endopeptidase activity involved in apoptotic process	0.339359065674985	BP
2974	0.00996639654965229	2	18	GO:0045911	positive regulation of DNA recombination	0.342904507491346	BP
1400	0.0101726785538227	6	81	GO:0042129;GO:0050670;GO:0032944;GO:0070663	regulation of leukocyte proliferation	0.342904507491346	BP
3976	0.0101951568463466	2	10	GO:0006362	transcription elongation from RNA polymerase I promoter	0.342904507491346	BP
832	0.0102978763221822	4	231	GO:0000226	microtubule cytoskeleton organization	0.342904507491346	BP
-1743	0.0103212249733196	2	52	GO:0007006	mitochondrial membrane organization	0.342904507491346	BP
-961	0.0103496235176773	3	172	GO:0050806	positive regulation of synaptic transmission	0.342904507491346	BP
-2365	0.0106050031805878	4	28	GO:0097061;GO:0099173;GO:0106027	postsynapse organization	0.348081973553499	BP
1136	0.0109164083601804	6	121	GO:0051054	positive regulation of DNA metabolic process	0.354985427416237	BP
3748	0.0110993261571582	4	11	GO:0043576	regulation of respiratory gaseous exchange	0.356119316458053	BP
-2269	0.011154078818447	5	30	GO:1900271	regulation of long-term synaptic potentiation	0.356119316458053	BP
531	0.0113559447049326	2	563	GO:0010628	positive regulation of gene expression	0.359297998231741	BP
-1421	0.0115409736716338	3	76	GO:0030193;GO:0050818;GO:1900046	regulation of coagulation	0.361891960131946	BP
1023	0.0118882879569497	3	146	GO:0010810	regulation of cell-substrate adhesion	0.366530492041477	BP
-1619	0.01189762986695	2	58	GO:0051968	positive regulation of synaptic transmission, glutamatergic	0.366530492041477	BP
2562	0.0120994423466203	3	23	GO:1903118	urate homeostasis	0.366721534344915	BP
-3171	0.0121126702687956	2	15	GO:0090270	regulation of fibroblast growth factor production	0.366721534344915	BP
-1298	0.0125906599462357	5	89	GO:0007030	Golgi organization	0.375932354756437	BP
-807	0.0126309845846411	2	232	GO:0016042	lipid catabolic process	0.375932354756437	BP
-928	0.0128048599195251	2	174	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	0.377904773423295	BP
-1722	0.0129599449657834	4	50	GO:0030195;GO:0050819;GO:0061045;GO:1900047	negative regulation of wound healing	0.378424081170489	BP
1046	0.0130415055179053	2	136	GO:0006457	protein folding	0.378424081170489	BP
-2378	0.0132801442572759	5	26	GO:0009395	phospholipid catabolic process	0.378424081170489	BP
-381	0.0132965387616459	2	1079	GO:0006508	proteolysis	0.378424081170489	BP
-1514	0.0134546569658941	4	64	GO:0050885	neuromuscular process controlling balance	0.378424081170489	BP
-3355	0.0134689664425715	2	13	GO:0048339	paraxial mesoderm development	0.378424081170489	BP
2634	0.0136736438230106	2	21	GO:0010165	response to X-ray	0.38112569132074	BP
-2360	0.0139988108553672	3	26	GO:0032981;GO:0010257	mitochondrial respiratory chain complex I assembly	0.387116722236611	BP
1664	0.0143149376483961	2	52	GO:0007062	sister chromatid cohesion	0.392766101727868	BP
-1863	0.0148954477686015	2	41	GO:0010863;GO:1900274	regulation of phospholipase C activity	0.400514860460008	BP
-2890	0.0149184100636115	6	17	GO:0003156	regulation of animal organ formation	0.400514860460008	BP
3589	0.0150250883820046	4	11	GO:0060742	epithelial cell differentiation involved in prostate gland development	0.400514860460008	BP
1578	0.0150659806311242	2	57	GO:0061982	meiosis I cell cycle process	0.400514860460008	BP
-2102	0.0151675616290379	5	32	GO:0048681;GO:0070571	negative regulation of axon regeneration	0.400514860460008	BP
2718	0.0155307123790464	4	19	GO:0045199;GO:0035090;GO:0030011	maintenance of cell polarity	0.407043745337395	BP
-1203	0.0157804831726061	6	97	GO:0032720;GO:0032680;GO:1903556;GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	0.410526347423649	BP
-1591	0.0160297424174151	3	55	GO:0046580;GO:0051058	negative regulation of small GTPase mediated signal transduction	0.412539566147197	BP
3725	0.0160928019823935	2	10	GO:0046459	short-chain fatty acid metabolic process	0.412539566147197	BP
3139	0.0164321707496644	2	14	GO:0030497	fatty acid elongation	0.41818683820885	BP
-2621	0.0166678371126475	3	20	GO:0035641;GO:0048692;GO:0048688;GO:0048690;GO:0048686;GO:0051971	locomotory exploration behavior	0.421132690213079	BP
-1236	0.0168663294148781	2	90	GO:0006766	vitamin metabolic process	0.421204616100511	BP
-587	0.0169807604923146	2	405	GO:0010975	regulation of neuron projection development	0.421204616100511	BP
-2833	0.0170304827694398	2	17	GO:0035095	behavioral response to nicotine	0.421204616100511	BP
1618	0.0172833107647803	2	52	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	0.424468443397961	BP
-1519	0.018293422044788	7	58	GO:0015909;GO:0015908	fatty acid transport	0.44143800733731	BP
2105	0.0185506581590955	4	30	GO:0032206	positive regulation of telomere maintenance	0.44143800733731	BP
-3643	0.0185927308683138	3	10	GO:1903651	positive regulation of cytoplasmic transport	0.44143800733731	BP
-1976	0.0186513655618082	4	34	GO:0035335	peptidyl-tyrosine dephosphorylation	0.44143800733731	BP
2507	0.0189470674195661	2	21	GO:0036159	inner dynein arm assembly	0.44143800733731	BP
706	0.0191789312456579	2	268	GO:0007018	microtubule-based movement	0.44143800733731	BP
-1605	0.0193233797475784	2	51	GO:2000736	regulation of stem cell differentiation	0.44143800733731	BP
511	0.0193247914634925	3	518	GO:2000112	regulation of cellular macromolecule biosynthetic process	0.44143800733731	BP
-3172	0.0194680685777109	3	13	GO:0043173	nucleotide salvage	0.44143800733731	BP
3613	0.0195682013591143	2	10	GO:1904872	regulation of telomerase RNA localization to Cajal body	0.44143800733731	BP
3167	0.0196459163902194	4	13	GO:0006309	apoptotic DNA fragmentation	0.44143800733731	BP
-1312	0.0196657589118858	3	76	GO:0048484;GO:0061146;GO:0045793;GO:2001241;GO:0072300;GO:0072216;GO:0072298;GO:0090193;GO:0090184;GO:0090192;GO:0014042;GO:0014041;GO:1903431;GO:1903429;GO:0033141;GO:0033139;GO:0035799;GO:0048799	positive regulation of cell size	0.44143800733731	BP
-3049	0.0197892708590699	2	14	GO:0051917;GO:0051919	regulation of fibrinolysis	0.44143800733731	BP
-389	0.0198377119459596	2	909	GO:0048646	anatomical structure formation involved in morphogenesis	0.44143800733731	BP
1718	0.0200039731835853	2	44	GO:0007286	spermatid development	0.44143800733731	BP
-1113	0.0200995885635965	4	105	GO:0050773	regulation of dendrite development	0.44143800733731	BP
1445	0.0202499628727754	4	62	GO:0001952	regulation of cell-matrix adhesion	0.44143800733731	BP
1775	0.0203136408112921	2	41	GO:0001578	microtubule bundle formation	0.44143800733731	BP
425	0.0203624593361743	6	747	GO:0045892;GO:1903507;GO:1902679;GO:0051253;GO:0045934	negative regulation of nucleobase-containing compound metabolic process	0.44143800733731	BP
3025	0.0207799596351924	5	14	GO:0005978	glycogen biosynthetic process	0.44661931362377	BP
1995	0.0212193444148271	4	32	GO:0099172	presynapse organization	0.44661931362377	BP
-1830	0.0212832038281252	3	38	GO:0050775	positive regulation of dendrite morphogenesis	0.44661931362377	BP
1854	0.021323016776168	7	37	GO:0051893;GO:0090109;GO:0150116	regulation of focal adhesion assembly	0.44661931362377	BP
-948	0.02147375745294	4	142	GO:0010977;GO:0031345	negative regulation of cell projection organization	0.44661931362377	BP
-2904	0.0215806232757167	5	15	GO:0031639	plasminogen activation	0.44661931362377	BP
-3554	0.0216540095054404	2	10	GO:0002262	myeloid cell homeostasis	0.44661931362377	BP
-1641	0.0216881238216068	6	47	GO:0072599;GO:0070972	protein localization to endoplasmic reticulum	0.44661931362377	BP
-1282	0.0217734273893456	2	77	GO:0090288	negative regulation of cellular response to growth factor stimulus	0.44661931362377	BP
-1324	0.0219069036015694	2	72	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	0.44661931362377	BP
-1636	0.022076212657131	2	47	GO:0006805	xenobiotic metabolic process	0.44661931362377	BP
3541	0.0221274944676925	4	10	GO:0070527	platelet aggregation	0.44661931362377	BP
3099	0.0224320924494924	2	13	GO:0048255	mRNA stabilization	0.450180049614956	BP
-1518	0.0228539381350306	2	54	GO:0060485	mesenchyme development	0.453700552529359	BP
2701	0.0229173722059397	3	17	GO:0038096;GO:0002431;GO:0002433;GO:0038094	Fc-gamma receptor signaling pathway	0.453700552529359	BP
510	0.0229950735621372	2	490	GO:0034660	ncRNA metabolic process	0.453700552529359	BP
-2265	0.0234644907877543	4	24	GO:0006775	fat-soluble vitamin metabolic process	0.457683205440306	BP
2365	0.0234872877367578	5	22	GO:2000758;GO:1901985;GO:0035066	positive regulation of protein acetylation	0.457683205440306	BP
3336	0.0237979096277283	2	11	GO:0031645	negative regulation of nervous system process	0.457683205440306	BP
-1521	0.0238344552285702	4	53	GO:0001676	long-chain fatty acid metabolic process	0.457683205440306	BP
3067	0.0238843844734612	2	13	GO:0010833;GO:0007004	telomere maintenance via telomere lengthening	0.457683205440306	BP
-2952	0.0240226384430668	3	14	GO:1902430;GO:1902992	negative regulation of amyloid precursor protein catabolic process	0.457683205440306	BP
2849	0.0242122338757996	2	15	GO:0031063;GO:0090312	regulation of histone deacetylation	0.457683205440306	BP
-1045	0.02424453401149	2	112	GO:0030308	negative regulation of cell growth	0.457683205440306	BP
2012	0.0244455516938197	3	30	GO:0035082	axoneme assembly	0.457683205440306	BP
-2011	0.0245001260315426	3	30	GO:0006613;GO:0045047;GO:0006614	protein targeting to ER	0.457683205440306	BP
3312	0.0248238200859807	2	11	GO:0006656	phosphatidylcholine biosynthetic process	0.459552552443886	BP
-3470	0.0249563889357297	3	10	GO:0006183	GTP biosynthetic process	0.459552552443886	BP
-1637	0.0249927498624095	4	45	GO:0042220	response to cocaine	0.459552552443886	BP
-618	0.0255621677189024	2	319	GO:0044089	positive regulation of cellular component biogenesis	0.46757465119159	BP
-2728	0.0258297716511814	3	16	GO:0043030;GO:0043032	regulation of macrophage activation	0.468047759927701	BP
2646	0.0258545744379197	2	17	GO:0090311	regulation of protein deacetylation	0.468047759927701	BP
-1103	0.0260653877646902	3	98	GO:0051965;GO:1901890	positive regulation of cell junction assembly	0.469444317074831	BP
3269	0.0267489936476681	2	11	GO:0051084	'de novo' posttranslational protein folding	0.477139571610902	BP
3130	0.0267643780203154	5	12	GO:0035924	cellular response to vascular endothelial growth factor stimulus	0.477139571610902	BP
-3122	0.027114780863324	4	12	GO:0042473;GO:0060665	regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling	0.477522194544751	BP
-316	0.0271170899066504	4	1261	GO:0051240	positive regulation of multicellular organismal process	0.477522194544751	BP
1196	0.0271937468419562	3	82	GO:0010522;GO:0051282	regulation of calcium ion transport into cytosol	0.477522194544751	BP
3410	0.0275927179511912	3	10	GO:0000212	meiotic spindle organization	0.481640628565372	BP
1339	0.0277025646270516	3	65	GO:0040029	regulation of gene expression, epigenetic	0.481640628565372	BP
-1624	0.0278968689635497	4	44	GO:0042423;GO:0009713;GO:0042420;GO:0042424;GO:0019614;GO:0019336;GO:0042421;GO:0042415;GO:0006589;GO:0042136;GO:0046333	neurotransmitter biosynthetic process	0.482629575369392	BP
-1287	0.0280780053499188	6	70	GO:0048814	regulation of dendrite morphogenesis	0.48338213131821	BP
2976	0.0283560063881631	4	13	GO:0071044	histone mRNA catabolic process	0.484089445183441	BP
-2602	0.028394768140031	2	17	GO:0019646	aerobic electron transport chain	0.484089445183441	BP
-1495	0.0293073258347627	2	51	GO:0031646	positive regulation of nervous system process	0.495036798109131	BP
3373	0.0293188080884679	4	10	GO:0045815	epigenetic maintenance of chromatin in transcription-competent conformation	0.495036798109131	BP
371	0.0294735728972264	4	867	GO:0001934;GO:0031401;GO:0042327;GO:0045937;GO:0010562	positive regulation of protein modification process	0.495268842177316	BP
2948	0.0299030210357279	3	13	GO:0002784;GO:0002759	regulation of antimicrobial humoral response	0.49777161040968	BP
3204	0.0299059822882809	1	11	GO:0000003	reproduction	0.49777161040968	BP
-1876	0.030239103110804	2	32	GO:0010822	positive regulation of mitochondrion organization	0.50009892323269	BP
731	0.0303518037178287	2	213	GO:0051865	protein autoubiquitination	0.50009892323269	BP
-2938	0.0304729981696457	2	13	GO:0006488;GO:0006490	oligosaccharide-lipid intermediate biosynthetic process	0.50009892323269	BP
271	0.0308410335008008	2	1686	GO:0032268	regulation of cellular protein metabolic process	0.503319422409146	BP
3337	0.0310864783767901	3	10	GO:0046033	AMP metabolic process	0.503319422409146	BP
-857	0.0310991784347337	2	153	GO:0006470;GO:0016311	dephosphorylation	0.503319422409146	BP
-2722	0.0312926961937126	6	15	GO:0031408;GO:0031407	oxylipin metabolic process	0.504128206570269	BP
2479	0.0316885365506851	3	18	GO:0000038	very long-chain fatty acid metabolic process	0.507326212703447	BP
1326	0.0317801158299426	2	63	GO:0001947	heart looping	0.507326212703447	BP
1799	0.0321851270765184	3	34	GO:0030316	osteoclast differentiation	0.510854422541295	BP
2404	0.0323500099841262	4	19	GO:0035116;GO:0035137	hindlimb morphogenesis	0.510854422541295	BP
-1340	0.0326903955277044	2	61	GO:0042472	inner ear morphogenesis	0.510854422541295	BP
-1103	0.0329157822930645	4	90	GO:1903828	negative regulation of protein localization	0.510854422541295	BP
-2532	0.0329393927691485	6	17	GO:0010837	regulation of keratinocyte proliferation	0.510854422541295	BP
-639	0.0329760692454096	2	271	GO:0090287	regulation of cellular response to growth factor stimulus	0.510854422541295	BP
-2789	0.0330193490651691	2	14	GO:0046339	diacylglycerol metabolic process	0.510854422541295	BP
865	0.03334897572381	2	146	GO:0032147	activation of protein kinase activity	0.511464902778859	BP
-3003	0.0335480287011974	5	12	GO:0051204;GO:0090151	establishment of protein localization to mitochondrial membrane	0.511464902778859	BP
-1048	0.0336058058845284	5	99	GO:0045766;GO:1904018	positive regulation of vasculature development	0.511464902778859	BP
1037	0.0337540834011702	2	101	GO:0010172;GO:0010171	body morphogenesis	0.511464902778859	BP
-1549	0.0339119946201548	4	45	GO:0009116	nucleoside metabolic process	0.511464902778859	BP
-2594	0.0340163196375959	5	16	GO:0071468	cellular response to acidic pH	0.511464902778859	BP
2159	0.0344154798601229	3	23	GO:0051973	positive regulation of telomerase activity	0.511464902778859	BP
1956	0.0345284525141984	3	28	GO:0010955;GO:1903318	negative regulation of protein processing	0.511464902778859	BP
1749	0.0346760652722678	4	35	GO:0032481	positive regulation of type I interferon production	0.511464902778859	BP
1229	0.0346874845452075	5	71	GO:0019395;GO:0034440	lipid oxidation	0.511464902778859	BP
1237	0.0347452235953912	2	70	GO:0045670	regulation of osteoclast differentiation	0.511464902778859	BP
-696	0.0348507102287374	3	223	GO:0001666;GO:0036293;GO:0070482	response to oxygen levels	0.511464902778859	BP
-1149	0.0349520434700815	3	81	GO:0034644;GO:0071482	cellular response to light stimulus	0.511464902778859	BP
1234	0.0351583667878084	5	70	GO:2000095;GO:2000050	regulation of non-canonical Wnt signaling pathway	0.51234931186217	BP
2750	0.0355426844998055	5	14	GO:0007077;GO:0051081;GO:0030397	membrane disassembly	0.5158095370385	BP
1465	0.0363978672603855	3	49	GO:0050671;GO:0032946;GO:0070665;GO:0042102	positive regulation of lymphocyte proliferation	0.519423914302055	BP
2736	0.0364668213957413	3	14	GO:0034058	endosomal vesicle fusion	0.519423914302055	BP
-1321	0.0368143686838724	7	60	GO:0007271	synaptic transmission, cholinergic	0.519423914302055	BP
2407	0.0369963444760417	2	18	GO:2000167	regulation of planar cell polarity pathway involved in neural tube closure	0.519423914302055	BP
2342	0.0370156376974137	4	19	GO:0043569;GO:0043567	regulation of insulin-like growth factor receptor signaling pathway	0.519423914302055	BP
-2227	0.0371350447061018	5	21	GO:0071108	protein K48-linked deubiquitination	0.519423914302055	BP
-1804	0.0372175039940714	2	32	GO:0030518;GO:0043401	steroid hormone mediated signaling pathway	0.519423914302055	BP
1699	0.0373991985470998	4	36	GO:0048524	positive regulation of viral process	0.519423914302055	BP
-2941	0.0374212295775196	2	12	GO:0042274	ribosomal small subunit biogenesis	0.519423914302055	BP
-2223	0.037471033110392	2	21	GO:0045792	negative regulation of cell size	0.519423914302055	BP
-1830	0.0375041649039213	4	31	GO:0065002;GO:0071806	protein transmembrane transport	0.519423914302055	BP
2222	0.0375672110174458	7	21	GO:0006370;GO:0009452;GO:0036260	7-methylguanosine RNA capping	0.519423914302055	BP
-2396	0.0378297249637084	2	18	GO:0046637;GO:0046638;GO:0046635	regulation of alpha-beta T cell differentiation	0.519423914302055	BP
-3064	0.0378623354388742	3	11	GO:0042454	ribonucleoside catabolic process	0.519423914302055	BP
2705	0.0386533449792166	3	14	GO:0017145	stem cell division	0.520577747709266	BP
2111	0.0386716983246052	3	23	GO:0032506	cytokinetic process	0.520577747709266	BP
2023	0.0388148930652986	3	25	GO:0098930;GO:0008088	axo-dendritic transport	0.520577747709266	BP
1133	0.0388706121878426	2	80	GO:0008360	regulation of cell shape	0.520577747709266	BP
-1710	0.0388851100677414	2	35	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	0.520577747709266	BP
-1429	0.0391355939602455	3	50	GO:0032413;GO:0032410;GO:0034766;GO:1904063	negative regulation of ion transmembrane transport	0.520577747709266	BP
-1429	0.0392071899156607	2	50	GO:0048675;GO:1990138	neuron projection extension	0.520577747709266	BP
791	0.039465540173036	2	164	GO:0045089;GO:0002833	positive regulation of response to biotic stimulus	0.520577747709266	BP
2444	0.0395607653597074	2	17	GO:0021795	cerebral cortex cell migration	0.520577747709266	BP
-522	0.0395653072387913	2	381	GO:0019439;GO:0044270;GO:0046700;GO:1901361	organic cyclic compound catabolic process	0.520577747709266	BP
1036	0.0396125193050413	2	95	GO:0034728;GO:0006334	nucleosome organization	0.520577747709266	BP
-2791	0.0397739881617046	2	13	GO:0044804	autophagy of nucleus	0.520577747709266	BP
-2143	0.0400846635978777	2	22	GO:0060219	camera-type eye photoreceptor cell differentiation	0.520577747709266	BP
-1570	0.0401015749573798	2	41	GO:0009142	nucleoside triphosphate biosynthetic process	0.520577747709266	BP
-2684	0.0401898184310658	2	14	GO:0030878	thyroid gland development	0.520577747709266	BP
-2366	0.0403180943556151	4	18	GO:0001516;GO:0006693;GO:0046457;GO:0006692	prostaglandin metabolic process	0.520577747709266	BP
