delta.rank	pval	level	nseqs	term	name	p.adj	goDivision
-1303	5.88337775683771e-5	2	231	GO:0000226	microtubule cytoskeleton organization	0.00258206741303215	BP
-1331	6.17727991866343e-5	5	220	GO:0000082;GO:0044843;GO:0035278;GO:0035195;GO:0040033;GO:0035194;GO:0016441;GO:0010586;GO:0021915;GO:0072089	G1/S transition of mitotic cell cycle	0.00267758392523794	BP
-788	7.95776807537256e-5	2	623	GO:0009888	tissue development	0.0034072833795894	BP
1498	8.28587193407345e-5	4	167	GO:0031330;GO:0009895	negative regulation of catabolic process	0.00350502365789541	BP
-5113	9.34755756788222e-5	2	14	GO:0030902	hindbrain development	0.00390705650248029	BP
5758	9.58411871274668e-5	4	11	GO:0006896	Golgi to vacuole transport	0.00395180375199999	BP
5755	9.67972437117627e-5	3	11	GO:0006403	RNA localization	0.00395180375199999	BP
3884	1.02246578560681e-4	4	24	GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	0.00410364169078973	BP
1637	1.0285402130148e-4	2	136	GO:0071875;GO:0071880	adrenergic receptor signaling pathway	0.00410364169078973	BP
2856	1.10943396336664e-4	3	44	GO:0030490	maturation of SSU-rRNA	0.00437665465773064	BP
618	1.13803749587038e-4	2	991	GO:0006357	regulation of transcription by RNA polymerase II	0.00443961072000101	BP
-3061	1.17463294279875e-4	6	38	GO:0034502	protein localization to chromosome	0.00453201787051254	BP
932	1.22778514503498e-4	6	417	GO:0007268;GO:0098916;GO:0099537;GO:0099536	trans-synaptic signaling	0.00468560178719328	BP
548	1.29089127814444e-4	7	1262	GO:0045893;GO:1903508;GO:1902680;GO:0010557;GO:0031328;GO:0051254;GO:0009891;GO:0045935	positive regulation of biosynthetic process	0.00477964607453061	BP
1738	1.29719471193695e-4	3	117	GO:0045823;GO:1903524	positive regulation of heart contraction	0.00477964607453061	BP
-4088	1.30644758268927e-4	2	21	GO:0036159	inner dynein arm assembly	0.00477964607453061	BP
2678	1.31195751174293e-4	4	49	GO:0070373	negative regulation of ERK1 and ERK2 cascade	0.00477964607453061	BP
-3477	1.32049464320555e-4	2	29	GO:0097711	ciliary basal body-plasma membrane docking	0.00477964607453061	BP
-713	1.38280925553818e-4	2	714	GO:0007049	cell cycle	0.00495412581244342	BP
1347	1.43049368813747e-4	2	193	GO:0072594	establishment of protein localization to organelle	0.00499161752571869	BP
1511	1.43125509929785e-4	3	153	GO:0007218	neuropeptide signaling pathway	0.00499161752571869	BP
4063	1.43754788930417e-4	2	21	GO:0006458	'de novo' protein folding	0.00499161752571869	BP
893	1.45014237431873e-4	4	445	GO:0097746;GO:0003018;GO:0035296;GO:0003013;GO:0035150	circulatory system process	0.00499161752571869	BP
-1415	1.54470200276063e-4	2	173	GO:1901136	carbohydrate derivative catabolic process	0.00526548420552677	BP
-2186	1.7318949377941e-4	2	71	GO:0010718;GO:0010717	regulation of epithelial to mesenchymal transition	0.00584681069864912	BP
-539	1.96565772388593e-4	2	1234	GO:0007155;GO:0022610	biological adhesion	0.0065727850176795204	BP
-5035	2.0922455499773e-4	2	13	GO:0006266	DNA ligation	0.00690574050072391	BP
-978	2.10456916427644e-4	2	351	GO:0060429	epithelium development	0.00690574050072391	BP
666	2.15781540517688e-4	1	775	GO:0007610	behavior	0.00701489804405188	BP
-1948	2.31315979787345e-4	2	86	GO:0006275	regulation of DNA replication	0.00744898417336926	BP
727	2.33377459148567e-4	2	637	GO:0006511;GO:0019941;GO:0051603;GO:0043632	proteolysis involved in cellular protein catabolic process	0.00744898417336926	BP
2960	2.38156690568034e-4	2	37	GO:0033238	regulation of cellular amine metabolic process	0.00753304631157088	BP
2119	2.47212200708575e-4	2	72	GO:0050684	regulation of mRNA processing	0.00774966104185542	BP
779	2.55167082775721e-4	4	545	GO:0060341	regulation of cellular localization	0.00792824449226156	BP
1350	2.70967010501362e-4	2	176	GO:0007631	feeding behavior	0.00833213191288307	BP
-4763	2.72912324118927e-4	3	14	GO:0007064	mitotic sister chromatid cohesion	0.00833213191288307	BP
2716	2.78039803663649e-4	2	43	GO:1990542	mitochondrial transmembrane transport	0.00841549785054372	BP
-4570	3.00602843033874e-4	4	15	GO:0007099;GO:0098534	centriole assembly	0.00902065454608489	BP
932	3.04017444249828e-4	4	368	GO:0006886	intracellular protein transport	0.00904580717594192	BP
4284	3.09754673036361e-4	3	17	GO:0019646	aerobic electron transport chain	0.00910646006478241	BP
2726	3.11243294723409e-4	2	42	GO:0001510	RNA methylation	0.00910646006478241	BP
-2000	3.1772446401382e-4	2	78	GO:0006026	aminoglycan catabolic process	0.00921926110043407	BP
-2974	3.29218579117139e-4	5	35	GO:0046348	amino sugar catabolic process	0.00943602451198068	BP
517	3.30569927363607e-4	2	1249	GO:0051049	regulation of transport	0.00943602451198068	BP
-3742	3.38243942796999e-4	2	22	GO:2000781	positive regulation of double-strand break repair	0.0095300917314531	BP
-2413	3.39294066200979e-4	2	53	GO:0051321	meiotic cell cycle	0.0095300917314531	BP
-3914	3.50844976583516e-4	3	20	GO:0097021;GO:0072676;GO:0007497	lymphocyte migration	0.00977632311733908	BP
-1590	3.69926435239893e-4	3	121	GO:0099111	microtubule-based transport	0.0102268638907659	BP
-1697	3.96796858331569e-4	4	105	GO:0000281;GO:0061640	cytoskeleton-dependent cytokinesis	0.0108840138250167	BP
695	4.0285718596255e-4	2	646	GO:0045944	positive regulation of transcription by RNA polymerase II	0.0109645858908102	BP
-598	4.09218058236037e-4	3	884	GO:0016477;GO:0048870;GO:0040011	locomotion	0.0110520354035902	BP
-2955	4.35575441886698e-4	2	34	GO:0061311	cell surface receptor signaling pathway involved in heart development	0.0116740868432381	BP
804	4.59171899133355e-4	4	468	GO:0050804;GO:0099177	modulation of chemical synaptic transmission	0.0122132768019486	BP
1606	4.81865010246493e-4	2	114	GO:2001234	negative regulation of apoptotic signaling pathway	0.0127205116614695	BP
-725	4.85751670028293e-4	2	574	GO:0070925	organelle assembly	0.0127274187572339	BP
1677	4.94412237956428e-4	2	104	GO:0050821	protein stabilization	0.0128583804997409	BP
-2801	5.06237430708546e-4	4	37	GO:0030261;GO:0006323	DNA packaging	0.012990302992934	BP
1433	5.10414801970489e-4	3	142	GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	0.012990302992934	BP
1514	5.12564745672962e-4	2	127	GO:0045986;GO:0045932	negative regulation of muscle contraction	0.012990302992934	BP
-2918	5.15201715085228e-4	2	34	GO:0001906	cell killing	0.012990302992934	BP
466	5.17984169470453e-4	3	1452	GO:0050790	regulation of catalytic activity	0.012990302992934	BP
1482	5.30382798048003e-4	3	132	GO:0008203;GO:0016125;GO:1902652	secondary alcohol metabolic process	0.0132069078294081	BP
-3536	5.35836832503696e-4	2	23	GO:0061314	Notch signaling involved in heart development	0.0132487543585949	BP
-1441	5.47028272741589e-4	2	139	GO:1903046	meiotic cell cycle process	0.0133444635038004	BP
3456	5.47309240828043e-4	8	24	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	0.0133444635038004	BP
1529	5.577495708062e-4	3	123	GO:0061136	regulation of proteasomal protein catabolic process	0.0134549611234645	BP
890	5.59505646261981e-4	2	368	GO:0001817	regulation of cytokine production	0.0134549611234645	BP
5337	5.66185689784946e-4	2	10	GO:0051045	negative regulation of membrane protein ectodomain proteolysis	0.0135229792981969	BP
-2340	5.76066234731937e-4	2	52	GO:0042551	neuron maturation	0.013666003717188	BP
-3864	5.82694339907906e-4	2	19	GO:0006336;GO:0034724	DNA replication-independent chromatin organization	0.0137073968701158	BP
917	5.85619347911528e-4	2	344	GO:0043270;GO:0010959	positive regulation of ion transport	0.0137073968701158	BP
-2568	5.91093635583581e-4	2	43	GO:0001961;GO:0060760	positive regulation of response to cytokine stimulus	0.0137439056591653	BP
1532	5.99503229289653e-4	2	121	GO:0045761	regulation of adenylate cyclase activity	0.0137869944366767	BP
1119	6.04641209502993e-4	2	228	GO:0008016	regulation of heart contraction	0.0137869944366767	BP
-2726	6.0487830479502e-4	5	38	GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	0.0137869944366767	BP
-2266	6.08653983960378e-4	2	55	GO:0090329	regulation of DNA-dependent DNA replication	0.0137869944366767	BP
-2758	6.1786474780258e-4	6	37	GO:0042509;GO:0042531	regulation of tyrosine phosphorylation of STAT protein	0.0139059174970183	BP
1028	6.33421160885937e-4	1	269	GO:0048511	rhythmic process	0.0140950287474229	BP
-1260	6.34296366303851e-4	3	178	GO:0005996;GO:0019318	monosaccharide metabolic process	0.0140950287474229	BP
1303	6.41077063681232e-4	2	166	GO:0031647	regulation of protein stability	0.0141347262154928	BP
742	6.44134490025306e-4	2	523	GO:1903530;GO:0051046	regulation of secretion	0.0141347262154928	BP
-709	6.5026180834752e-4	4	573	GO:0007010	cytoskeleton organization	0.0141805540938394	BP
4810	6.66633967446157e-4	2	12	GO:0042274	ribosomal small subunit biogenesis	0.0144478509858238	BP
4038	6.74693623672346e-4	2	17	GO:1902043	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	0.0145328178694086	BP
-2223	6.90873493713508e-4	2	56	GO:0060384	innervation	0.0147905904660252	BP
644	7.25117273871112e-4	2	687	GO:0007267;GO:0023052	signaling	0.0154296166579483	BP
3444	7.43928038049615e-4	2	23	GO:0070536	protein K63-linked deubiquitination	0.0157345261541699	BP
1205	7.6003628752882e-4	2	189	GO:0007264	small GTPase mediated signal transduction	0.015978966500082	BP
4556	7.92834215837146e-4	2	13	GO:0019058	viral life cycle	0.0164882469942035	BP
3000	7.95232963105679e-4	7	30	GO:0007413;GO:0106030	neuron projection fasciculation	0.0164882469942035	BP
-1210	7.98348615498317e-4	2	186	GO:0032092	positive regulation of protein binding	0.0164882469942035	BP
-1741	8.16492150706953e-4	3	89	GO:0000278	mitotic cell cycle	0.0167643505329363	BP
-896	8.30360632749936e-4	4	340	GO:0097435	supramolecular fiber organization	0.0168565936613924	BP
4374	8.30586927775815e-4	5	14	GO:0015986;GO:0015985;GO:1902600	ATP synthesis coupled proton transport	0.0168565936613924	BP
3266	8.55317687783629e-4	2	25	GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	0.0172587379414271	BP
4351	8.84458195566154e-4	3	14	GO:0033344	cholesterol efflux	0.0177326700781824	BP
-3552	8.88906275636602e-4	5	21	GO:0010165	response to X-ray	0.0177326700781824	BP
-2969	9.01360067579925e-4	4	30	GO:0006261	DNA-dependent DNA replication	0.0178795208885487	BP
-3380	9.34897234250523e-4	4	23	GO:0030041	actin filament polymerization	0.0183518586472897	BP
-5123	9.35625946415511e-4	3	10	GO:0050650;GO:0050654	chondroitin sulfate proteoglycan biosynthetic process	0.0183518586472897	BP
-1541	9.45807274371858e-4	2	111	GO:0005976	polysaccharide metabolic process	0.0183964314155644	BP
-1162	9.48377694735733e-4	2	196	GO:0006260	DNA replication	0.0183964314155644	BP
-605	9.82301467746607e-4	2	744	GO:0048731	system development	0.0187582437609509	BP
-3228	9.82479436354017e-4	2	25	GO:0044179;GO:0051715;GO:0031640	killing of cells of another organism	0.0187582437609509	BP
-2769	9.83058060955559e-4	5	34	GO:0008156	negative regulation of DNA replication	0.0187582437609509	BP
-3358	0.00100697002580029	4	23	GO:0000722;GO:0006312	mitotic recombination	0.0191106581653233	BP
2799	0.00102889841095874	3	33	GO:0046902;GO:0090559	regulation of membrane permeability	0.0194218404348179	BP
868	0.00106612395670842	2	348	GO:1902532	negative regulation of intracellular signal transduction	0.0200169048770228	BP
992	0.00109074300287562	3	264	GO:0010506	regulation of autophagy	0.0203702057611505	BP
3996	0.00109702880778048	2	16	GO:0032459	regulation of protein oligomerization	0.020379196529721	BP
5051	0.00110331254563578	4	10	GO:0002262	myeloid cell homeostasis	0.0203880544617222	BP
-2093	0.00115160686311229	2	58	GO:0000018	regulation of DNA recombination	0.0211022521605734	BP
-2024	0.00115398245936488	2	62	GO:0006040;GO:1901071	amino sugar metabolic process	0.0211022521605734	BP
-1781	0.0011674272026606	2	80	GO:0007158	neuron cell-cell adhesion	0.0212374969354475	BP
-1318	0.00119783068107681	2	146	GO:0006575	cellular modified amino acid metabolic process	0.0216782655735087	BP
1820	0.00122069838630212	2	76	GO:0043484	regulation of RNA splicing	0.0219788309451628	BP
4985	0.00128257806266349	2	10	GO:0045652	regulation of megakaryocyte differentiation	0.0229751611123036	BP
-3013	0.00139416716468166	4	27	GO:0044458	motile cilium assembly	0.0248030165057744	BP
4339	0.00139874601769961	4	13	GO:0006465	signal peptide processing	0.0248030165057744	BP
4943	0.00140883780841899	2	10	GO:2000232	regulation of rRNA processing	0.0248564298761762	BP
1064	0.00145907255941975	2	217	GO:0048167	regulation of synaptic plasticity	0.0254134842966669	BP
1734	0.00147070101926409	6	81	GO:1904646;GO:1904645	response to amyloid-beta	0.0254134842966669	BP
1524	0.00147220183770383	2	105	GO:0007190;GO:0002032;GO:0002029;GO:0022401;GO:0045744;GO:0023058;GO:0002025;GO:0003085	activation of adenylate cyclase activity	0.0254134842966669	BP
4018	0.00148355177013605	3	15	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	0.0254134842966669	BP
-1890	0.00148735679623452	2	68	GO:0000086;GO:0044839	cell cycle G2/M phase transition	0.0254134842966669	BP
-1120	0.00149059961516943	5	195	GO:0030203;GO:0006022	aminoglycan metabolic process	0.0254134842966669	BP
1013	0.00149107882800153	3	239	GO:0062012	regulation of small molecule metabolic process	0.0254134842966669	BP
-706	0.00150586787553316	3	498	GO:0006281	DNA repair	0.0254476226334132	BP
604	0.00151234949391463	6	689	GO:0043408	regulation of MAPK cascade	0.0254476226334132	BP
2791	0.00151482572782209	2	31	GO:0065002;GO:0071806	intracellular protein transmembrane transport	0.0254476226334132	BP
-2701	0.00154014867074936	2	33	GO:1901072;GO:0006032;GO:0006030	chitin metabolic process	0.0256425246871031	BP
-3558	0.00154103466504664	3	19	GO:0016445	somatic diversification of immunoglobulins	0.0256425246871031	BP
-4296	0.00155882381034391	2	13	GO:0033206	meiotic cytokinesis	0.0258161811231956	BP
4463	0.00158873331339901	2	12	GO:0045943	positive regulation of transcription by RNA polymerase I	0.0261337323231966	BP
-4129	0.001601581309865	2	14	GO:0016447	somatic recombination of immunoglobulin gene segments	0.0261337323231966	BP
1533	0.00160998940197377	2	102	GO:2000278	regulation of DNA biosynthetic process	0.0261337323231966	BP
1408	0.00161165620671683	3	121	GO:0090150	establishment of protein localization to membrane	0.0261337323231966	BP
-1112	0.00161521501399421	4	195	GO:0001667	ameboidal-type cell migration	0.0261337323231966	BP
649	0.00164739684827134	2	584	GO:0032880	regulation of protein localization	0.0265321574967003	BP
1293	0.00165975213647428	2	143	GO:0042311	vasodilation	0.0266090856217406	BP
-1204	0.00171842362661332	2	164	GO:0048666	neuron development	0.0274244788774517	BP
1799	0.00172739095709173	-1	73	GO:0030819	obsolete positive regulation of cAMP biosynthetic process	0.0274428490966021	BP
4426	0.00174070316146959	2	12	GO:0000054;GO:0033750	ribosomal subunit export from nucleus	0.0275297693690078	BP
876	0.00186129250032272	4	308	GO:1903532;GO:0051047	positive regulation of secretion	0.0293049236261573	BP
468	0.00193858354720237	2	1124	GO:1901698;GO:0010243	response to nitrogen compound	0.0303663514770614	BP
1335	0.00194725065345524	2	130	GO:0014075	response to amine	0.0303663514770614	BP
-2214	0.00195465549239985	3	47	GO:0031023	microtubule organizing center organization	0.0303663514770614	BP
-516	0.00197130577129361	2	910	GO:0048646	anatomical structure formation involved in morphogenesis	0.0304901082071007	BP
2863	0.00198291284611608	2	28	GO:0006383	transcription by RNA polymerase III	0.0305351184329542	BP
-4039	0.00202593604913592	4	14	GO:0000076	DNA replication checkpoint signaling	0.0310078742666479	BP
3151	0.00203127629772971	3	23	GO:0034122	negative regulation of toll-like receptor signaling pathway	0.0310078742666479	BP
4351	0.00208010713144613	2	12	GO:0006984	ER-nucleus signaling pathway	0.0316158274394258	BP
1840	0.0021303267195579	2	67	GO:0031281;GO:0051349	positive regulation of cyclase activity	0.0322395565188267	BP
1164	0.00215705343808939	2	168	GO:1903050;GO:1903362	regulation of cellular protein catabolic process	0.032503925412583	BP
-2741	0.00218242413309888	3	30	GO:0060334;GO:0060330	regulation of response to interferon-gamma	0.0327456885953426	BP
3749	0.00219779828800696	2	16	GO:0043457	regulation of cellular respiration	0.03275358304505	BP
-3533	0.00220771613193436	2	18	GO:0045911	positive regulation of DNA recombination	0.03275358304505	BP
-4518	0.002210936821896	5	11	GO:0048570	notochord morphogenesis	0.03275358304505	BP
-2734	0.00223557920369084	2	30	GO:0035082	axoneme assembly	0.0329794898494056	BP
754	0.0022621474269333	2	402	GO:0031331;GO:0009896	positive regulation of catabolic process	0.0332317975563298	BP
1007	0.00227184528651736	2	223	GO:0051051	negative regulation of transport	0.0332352033373435	BP
-2558	0.00232899992425269	2	34	GO:0042135	neurotransmitter catabolic process	0.0338262695003006	BP
-478	0.00233151729395407	4	1035	GO:0051094	positive regulation of developmental process	0.0338262695003006	BP
761	0.00236181923465125	4	391	GO:0043086	negative regulation of catalytic activity	0.034124886143459	BP
3605	0.00240038185918642	2	17	GO:0006111	regulation of gluconeogenesis	0.0345399209328013	BP
1979	0.00252154037492247	2	56	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	0.0361180794272863	BP
2657	0.00253063159758258	2	31	GO:0034121	regulation of toll-like receptor signaling pathway	0.0361180794272863	BP
-1819	0.0025876021832819	2	66	GO:0001960;GO:0060761	negative regulation of response to cytokine stimulus	0.036636787390336	BP
-2306	0.00258784485126839	3	41	GO:0001578	microtubule bundle formation	0.036636787390336	BP
2608	0.0026028386191909	5	32	GO:0044060	regulation of endocrine process	0.0367010698473062	BP
-4441	0.00262431504554889	2	11	GO:0060046	regulation of acrosome reaction	0.0367201622990019	BP
3473	0.00262510986529464	4	18	GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	0.0367201622990019	BP
866	0.00268699353051787	2	293	GO:0043604	amide biosynthetic process	0.0374366439906676	BP
1327	0.00272844183061751	3	123	GO:0006473;GO:0043543	protein acylation	0.0378638706217315	BP
3449	0.00280802075125977	2	18	GO:0000470	maturation of LSU-rRNA	0.0388148065262719	BP
-2156	0.00285489574093328	2	46	GO:0030048	actin filament-based movement	0.039307995868301	BP
-4616	0.00286846461831166	3	10	GO:0002566	somatic diversification of immune receptors via somatic mutation	0.0393405440425478	BP
1676	0.00289450325360118	3	76	GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	0.0395431942544504	BP
1498	0.00293156492890191	6	95	GO:2001242	regulation of intrinsic apoptotic signaling pathway	0.039894280873545	BP
-1496	0.00296904575212429	3	95	GO:0007051	spindle organization	0.0402288315643816	BP
-2571	0.00298485328388563	2	32	GO:0006577	amino-acid betaine metabolic process	0.0402288315643816	BP
-605	0.00299135690183411	2	597	GO:0048468	cell development	0.0402288315643816	BP
1157	0.0030019805952344	2	159	GO:0019229	regulation of vasoconstriction	0.0402288315643816	BP
391	0.00302146941629801	2	1516	GO:0003008	system process	0.040336042283735	BP
-1317	0.00305822751353973	3	122	GO:0002064	epithelial cell development	0.040672109091053	BP
-3869	0.00311211595659865	5	14	GO:0018026	peptidyl-lysine monomethylation	0.0412326004664825	BP
