"","pval","direction","color"
"74/269 organic acid catabolic process",0.00908308012046002,0,"dodgerblue2"
"34/123 monocarboxylic acid catabolic process",4.03301957879807e-05,0,"dodgerblue2"
"113/420 small molecule catabolic process",0.00975109391991225,0,"dodgerblue2"
"87/368 phospholipid metabolic process",0.0378301032733319,0,"skyblue2"
"7/15 positive regulation of lipid catabolic process",0.0240255734965775,0,"skyblue2"
"7/28 negative regulation of lipid biosynthetic process",0.0261545486964332,0,"skyblue2"
"3/6 positive regulation of fatty acid biosynthetic process",0.0478464758953042,0,"skyblue2"
"7/20 regulation of fatty acid biosynthetic process",0.000651357039720722,0,"dodgerblue2"
"16/64 regulation of cellular ketone metabolic process",0.0123057985517397,0,"skyblue2"
"13/41 regulation of fatty acid metabolic process",0.00583693058001409,0,"dodgerblue2"
"7/16 positive regulation of fatty acid metabolic process",0.00622233807079188,0,"dodgerblue2"
"13/66 positive regulation of small molecule metabolic process",0.0273006703955494,0,"skyblue2"
"208/850 macromolecule biosynthetic process",0.00750539539439623,0,"dodgerblue2"
"137/604 cellular amide metabolic process",1.43163062048029e-06,0,"dodgerblue2"
"81/375 peptide metabolic process",0.00515057017024182,0,"dodgerblue2"
"43/215 peptide biosynthetic process",0.000350691038851771,0,"dodgerblue2"
"71/310 amide biosynthetic process",1.91731711491021e-07,0,"dodgerblue2"
"211/874 organonitrogen compound biosynthetic process",3.25903935581065e-10,0,"dodgerblue2"
"188/801 carbohydrate derivative metabolic process",0.0105300288126563,0,"skyblue2"
"98/401 carbohydrate derivative biosynthetic process",0.033788201901031,0,"skyblue2"
"13/32 thioester biosynthetic process",0.0465635663757046,0,"skyblue2"
"23/77 acyl-CoA metabolic process",0.0212265921102347,0,"skyblue2"
"77/366 sulfur compound metabolic process",0.00698407812357811,0,"dodgerblue2"
"179/757 organophosphate metabolic process",0.000639561520005756,0,"dodgerblue2"
"109/448 organophosphate biosynthetic process",0.00146369488928822,0,"dodgerblue2"
"15/46 ribonucleoside bisphosphate biosynthetic process",0.0276438180998173,0,"skyblue2"
"115/484 nucleobase-containing small molecule metabolic process",0.00595485662805648,0,"dodgerblue2"
"30/116 ribonucleoside bisphosphate metabolic process",0.00694893024638433,0,"dodgerblue2"
"86/356 purine-containing compound metabolic process",0.0237497125976822,0,"skyblue2"
"49/171 purine-containing compound biosynthetic process",0.0369085349495955,0,"skyblue2"
"9/42 cellular biogenic amine biosynthetic process",0.0291645375657358,0,"skyblue2"
"261/1078 cellular nitrogen compound biosynthetic process",5.35351800676706e-09,0,"dodgerblue2"
"246/909 organic cyclic compound biosynthetic process",1.87943084665094e-05,0,"dodgerblue2"
"12/30 nucleoside biosynthetic process",0.0246323463724259,0,"skyblue2"
"20/81 nucleobase-containing small molecule biosynthetic process",0.0436657107862533,0,"skyblue2"
"217/815 aromatic compound biosynthetic process",0.000525183908673479,0,"dodgerblue2"
"38/162 membrane lipid metabolic process",0.00256020472785033,0,"dodgerblue2"
"31/113 sphingolipid metabolic process",0.00580399642764382,0,"dodgerblue2"
"104/352 organic acid biosynthetic process",0.00141988763024273,0,"dodgerblue2"
"11/27 glutamine family amino acid biosynthetic process",0.00707345373611554,0,"dodgerblue2"
"162/584 small molecule biosynthetic process",3.92849774307478e-07,0,"dodgerblue2"
"49/144 monocarboxylic acid biosynthetic process",0.0308916593196281,0,"skyblue2"
"283/1102 lipid metabolic process",1.31325848399169e-08,0,"dodgerblue2"
"126/473 lipid biosynthetic process",1.95869065749159e-05,0,"dodgerblue2"
"37/100 fatty acid biosynthetic process",0.00167835532150236,0,"dodgerblue2"
"14/21 unsaturated fatty acid biosynthetic process",8.63390617058911e-06,0,"dodgerblue2"
"26/72 unsaturated fatty acid metabolic process",0.0110066364764881,0,"skyblue2"
"6/9 very long-chain fatty acid biosynthetic process",0.00505965571511105,0,"dodgerblue2"
"5/5 fatty acid elongation, polyunsaturated fatty acid",0.00793710608605313,0,"dodgerblue2"
"129/472 monocarboxylic acid metabolic process",3.92849774307478e-07,0,"dodgerblue2"
"257/968 organic acid metabolic process",2.93850460401929e-09,0,"dodgerblue2"
"9/22 very long-chain fatty acid metabolic process",0.000108990304003209,0,"dodgerblue2"
"90/310 fatty acid metabolic process",8.90320766004612e-08,0,"dodgerblue2"
"6/15 oligodendrocyte development",0.0335644965948866,0,"skyblue2"
"11/21 formation of cytoplasmic translation initiation complex",0.0142032816260657,0,"skyblue2"
"5/7 cytoplasmic translational initiation",0.0475710855072573,0,"skyblue2"
"19/42 translational initiation",0.00011191421062592,0,"dodgerblue2"
"11/21 mRNA splice site selection",0.0451627845258323,1,"lightcoral"
"9/28 positive regulation of RNA splicing",0.0371878779893348,1,"lightcoral"
"6/15 common myeloid progenitor cell proliferation",0.0207531435464215,1,"lightcoral"
"8/26 mRNA modification",0.0136262345179616,0,"skyblue2"
"18/54 posttranscriptional gene silencing",0.00580399642764382,1,"firebrick1"
"159/671 negative regulation of gene expression",0.00401401870394135,1,"firebrick1"
"32/133 gene silencing",0.0497265027298171,1,"lightcoral"
"12/31 production of siRNA involved in RNA interference",0.0308916593196281,1,"lightcoral"
"16/51 dsRNA processing",0.0426119533252908,1,"lightcoral"
"12/46 snRNA metabolic process",0.0443663594758006,0,"skyblue2"
"13/46 ncRNA 3'-end processing",0.0368880770561376,0,"skyblue2"
"12/41 maturation of SSU-rRNA",0.025001925550936,0,"skyblue2"
"58/212 rRNA metabolic process",0.00107463420868634,0,"dodgerblue2"
"9/20 pre-miRNA processing",0.0297744144481636,1,"lightcoral"
"96/368 ncRNA processing",0.00975109391991225,0,"dodgerblue2"
"15/56 demethylation",0.00707345373611554,1,"firebrick1"
"3/15 histone H3-K4 demethylation",0.0462140260455735,1,"lightcoral"
"10/38 protein demethylation",0.00132782739430739,1,"firebrick1"
"19/74 cell cycle G2/M phase transition",0.0440106210616887,1,"lightcoral"
"117/460 regulation of mitotic cell cycle",0.0422303490758166,1,"lightcoral"
"15/56 response to interferon-gamma",0.0369535455953476,1,"lightcoral"
"156/696 plasma membrane bounded cell projection organization",0.0478464758953042,1,"lightcoral"
"205/932 cell projection organization",0.00822874149266842,1,"firebrick1"
"5/24 lamellipodium organization",0.0494913193110267,1,"lightcoral"
"321/1239 intracellular transport",0.0229846933706346,1,"lightcoral"
"259/1286 movement of cell or subcellular component",0.0045573123092615,1,"firebrick1"
"39/207 microtubule-based transport",0.0266404769125475,1,"lightcoral"
"43/174 regulation of organelle assembly",0.0303746091130745,1,"lightcoral"
"138/630 regulation of cell projection organization",0.00698407812357811,1,"firebrick1"
"20/63 regulation of cilium assembly",0.0349208829207766,1,"lightcoral"
"29/104 negative regulation of cytoskeleton organization",0.0489526642789217,1,"lightcoral"
"84/309 regulation of supramolecular fiber organization",0.0111730968835106,1,"lightcoral"
"4/8 Arp2/3 complex-mediated actin nucleation",0.0492371805237857,0,"skyblue2"
"227/911 regulation of organelle organization",0.0339612232701503,1,"lightcoral"
"89/360 regulation of cytoskeleton organization",0.00694893024638433,1,"firebrick1"
"184/791 cytoskeleton organization",0.0173150716357974,1,"lightcoral"
"11/39 myosin filament organization",0.0293080264547728,1,"lightcoral"
"29/133 regulation of Rho protein signal transduction",0.0233230785629921,1,"lightcoral"
"52/255 regulation of small GTPase mediated signal transduction",0.00363587419092861,1,"firebrick1"
"13/46 regulation of ERBB signaling pathway",0.0176081941371486,1,"lightcoral"
"275/1265 vesicle-mediated transport",0.0335463937373245,1,"lightcoral"
"6/13 negative regulation of endocytosis",0.039316014668186,1,"lightcoral"
"4/8 negative regulation of receptor-mediated endocytosis",0.0371763595307106,1,"lightcoral"
"152/597 regulation of cellular localization",0.00547792903934115,1,"firebrick1"
"53/213 positive regulation of cellular protein localization",0.0351824432360969,1,"lightcoral"
"100/390 regulation of cellular protein localization",0.00137642111532761,1,"firebrick1"
"7/26 regulation of protein exit from endoplasmic reticulum",0.00890525927838903,1,"firebrick1"
"165/648 regulation of protein localization",0.00314182650647659,1,"firebrick1"
"41/170 regulation of intracellular protein transport",0.0109245486572909,1,"lightcoral"
"295/1241 regulation of transport",8.93886281541177e-05,1,"firebrick1"
"59/238 regulation of intracellular transport",0.0497265027298171,1,"lightcoral"
"8/38 negative regulation of intracellular transport",0.0317087221004132,1,"lightcoral"
"154/639 regulation of anion transport",0.00137642111532761,1,"firebrick1"
"111/451 regulation of peptide transport",0.0451627845258323,1,"lightcoral"
"224/925 cellular macromolecule localization",0.0351009114833198,1,"lightcoral"
"21/86 maintenance of location in cell",0.0208099720516709,1,"lightcoral"
"193/826 anatomical structure formation involved in morphogenesis",0.0110066364764881,1,"lightcoral"
"73/284 angiogenesis",0.00758337385471927,1,"firebrick1"
"25/87 sprouting angiogenesis",0.0123057985517397,1,"lightcoral"
"17/62 regulation of non-canonical Wnt signaling pathway",0.00197779152258757,1,"firebrick1"
"12/37 negative regulation of non-canonical Wnt signaling pathway",0.0189786428601,1,"lightcoral"
"205/1076 biological adhesion",0.0407947031135119,1,"lightcoral"
"3/13 positive regulation of protein maturation",0.0136894333830022,0,"skyblue2"
"9/30 positive regulation of fat cell differentiation",0.0441517527346503,1,"lightcoral"
"241/1002 positive regulation of multicellular organismal process",0.0187871190489835,1,"lightcoral"
"19/61 positive regulation of epithelial to mesenchymal transition",0.0368880770561376,0,"skyblue2"
"266/1064 regulation of cell differentiation",0.0189786428601,1,"lightcoral"
"178/732 regulation of anatomical structure morphogenesis",0.000165737406165902,1,"firebrick1"
"20/94 positive regulation of angiogenesis",0.0233230785629921,1,"lightcoral"
"48/176 regulation of vasculature development",0.0111730968835106,1,"lightcoral"
"228/955 regulation of multicellular organismal development",0.00556497349123796,1,"firebrick1"
"145/598 negative regulation of multicellular organismal process",0.00896401025724755,1,"firebrick1"
"98/367 negative regulation of cell differentiation",0.0307646495862379,1,"lightcoral"
"143/550 negative regulation of developmental process",0.00650475304614938,1,"firebrick1"
"40/150 neurogenesis",0.0478464758953042,1,"lightcoral"
"29/146 appendage morphogenesis",0.0291902446107715,1,"lightcoral"
"69/302 tube development",0.0123057985517397,1,"lightcoral"
"104/437 tissue morphogenesis",0.00547792903934115,1,"firebrick1"
"3/11 determination of liver left/right asymmetry",0.0189786428601,1,"lightcoral"
"78/367 morphogenesis of an epithelium",0.0118455894524513,1,"lightcoral"
"313/1378 anatomical structure morphogenesis",0.0424986759278319,1,"lightcoral"
"35/116 leukocyte differentiation",0.00654564138513112,1,"firebrick1"
"15/45 B cell differentiation",0.0248446088074816,1,"lightcoral"
"295/1028 regulation of transcription by RNA polymerase II",0.00975109391991225,1,"firebrick1"
"181/626 positive regulation of transcription by RNA polymerase II",0.00595485662805648,1,"firebrick1"
"15/44 circadian regulation of gene expression",0.0253814416335941,1,"lightcoral"
"10/15 regulation of glucocorticoid receptor signaling pathway",0.0265980016527048,1,"lightcoral"
"9/29 regulation of tumor necrosis factor-mediated signaling pathway",0.0443663594758006,1,"lightcoral"
"104/383 protein polyubiquitination",2.55687244074101e-05,1,"firebrick1"
"237/923 protein modification by small protein conjugation or removal",2.55687244074101e-05,1,"firebrick1"
"33/111 cytokine-mediated signaling pathway",0.0162371696111934,1,"lightcoral"
"16/67 regulation of posttranscriptional gene silencing",0.00707345373611554,1,"firebrick1"
"347/1381 cell surface receptor signaling pathway",5.58706047100486e-08,1,"firebrick1"
"122/493 enzyme linked receptor protein signaling pathway",8.63390617058911e-06,1,"firebrick1"
"54/223 negative regulation of immune system process",0.0426602523061847,1,"lightcoral"
"30/106 negative regulation of immune response",0.00107906111554152,1,"firebrick1"
"24/82 negative regulation of response to biotic stimulus",0.0111730968835106,1,"lightcoral"
"54/234 negative regulation of response to external stimulus",0.00516176850117694,1,"firebrick1"
"304/1245 negative regulation of response to stimulus",0.00108461921420572,1,"firebrick1"
"35/143 negative regulation of defense response",0.0162371696111934,1,"lightcoral"
"113/370 regulation of immune response",0.0152151022130535,1,"lightcoral"
"16/38 regulation of response to interferon-gamma",8.93886281541177e-05,1,"firebrick1"
"72/239 regulation of response to biotic stimulus",0.000283200737160353,1,"firebrick1"
"46/159 regulation of innate immune response",0.00505965571511105,1,"firebrick1"
"34/110 regulation of response to cytokine stimulus",4.03153134318155e-06,1,"firebrick1"
"17/62 negative regulation of response to cytokine stimulus",0.000912952935170137,1,"firebrick1"
"23/62 positive regulation of response to cytokine stimulus",0.000165737406165902,1,"firebrick1"
"390/1538 positive regulation of response to stimulus",9.2978517077729e-06,1,"firebrick1"
"19/52 protein ADP-ribosylation",0.000546589428454845,1,"firebrick1"
"14/33 protein poly-ADP-ribosylation",0.000970338915952433,1,"firebrick1"
"23/62 regulation of receptor signaling pathway via STAT",0.0276763201611251,1,"lightcoral"
"19/42 negative regulation of receptor signaling pathway via STAT",0.00516064366073715,1,"firebrick1"
"18/48 negative regulation of peptidyl-tyrosine phosphorylation",0.0424705808410461,1,"lightcoral"
"71/267 negative regulation of phosphorylation",0.0325963443811967,1,"lightcoral"
"356/1300 regulation of protein modification process",0.000308613537678804,1,"firebrick1"
"14/33 negative regulation of tyrosine phosphorylation of STAT protein",0.0155768264837796,1,"lightcoral"
"101/376 negative regulation of protein modification process",0.00789726542357735,1,"firebrick1"
"171/646 negative regulation of protein metabolic process",0.0173150716357974,1,"lightcoral"
"81/275 regulation of cytokine production",0.0261545486964332,1,"lightcoral"
"6/13 Toll signaling pathway",0.0237497125976822,1,"lightcoral"
"94/307 regulation of DNA-binding transcription factor activity",0.0142032816260657,1,"lightcoral"
"142/597 negative regulation of molecular function",0.0424375486543042,1,"lightcoral"
"24/88 negative regulation of NF-kappaB transcription factor activity",0.000139781188100945,1,"firebrick1"
"31/128 negative regulation of DNA-binding transcription factor activity",0.00547792903934115,1,"firebrick1"
"6/9 toll-like receptor 2 signaling pathway",0.0499305866975544,1,"lightcoral"
"25/72 pattern recognition receptor signaling pathway",0.000165737406165902,1,"firebrick1"
"17/39 toll-like receptor signaling pathway",0.00556497349123796,1,"firebrick1"
"39/176 regulation of inflammatory response",0.0123057985517397,1,"lightcoral"
"4/11 negative regulation of p38MAPK cascade",0.0177294201671556,1,"lightcoral"
"232/868 regulation of response to stress",6.73898324102068e-11,1,"firebrick1"
"18/52 positive regulation of inflammatory response",0.0137997340424106,1,"lightcoral"
"102/363 regulation of defense response",1.26293498892871e-06,1,"firebrick1"
"41/147 positive regulation of defense response",0.0424705808410461,1,"lightcoral"
"156/606 regulation of response to external stimulus",7.53586933916718e-08,1,"firebrick1"
"63/243 positive regulation of response to external stimulus",0.0123057985517397,1,"lightcoral"
"26/84 cellular response to molecule of bacterial origin",0.0104541927415605,1,"lightcoral"
"201/808 response to biotic stimulus",4.94682473475224e-05,1,"firebrick1"
"29/98 cellular response to biotic stimulus",0.00485092113913876,1,"firebrick1"
"7/30 cytoplasmic pattern recognition receptor signaling pathway",0.0257975953543107,1,"lightcoral"
"23/77 intracellular receptor signaling pathway",0.00266195772724479,1,"firebrick1"
"20/51 regulation of defense response to virus",0.0119264545362712,1,"lightcoral"
"8/19 regulation of defense response to virus by host",0.026579595187302,1,"lightcoral"
"205/722 regulation of immune system process",0.0124278661124013,1,"lightcoral"
"232/912 biological process involved in interspecies interaction between organisms",0.00152547149205492,1,"firebrick1"
"51/190 response to virus",0.000285948582442753,1,"firebrick1"
"337/1413 response to external stimulus",0.0120055955408193,1,"lightcoral"
"5/12 type I interferon production",0.0458102800518516,1,"lightcoral"
"161/641 defense response",5.09264482363583e-07,1,"firebrick1"
"3/5 ripoptosome assembly involved in necroptotic process",0.0443663594758006,1,"lightcoral"
"75/298 innate immune response",3.095911202405e-06,1,"firebrick1"
"241/924 immune system process",3.39160794100586e-05,1,"firebrick1"
"107/428 immune response",2.30922287922148e-05,1,"firebrick1"
"18/62 inositol lipid-mediated signaling",0.0374757498850789,1,"lightcoral"
"12/34 I-kappaB kinase/NF-kappaB signaling",0.00547792903934115,1,"firebrick1"
"268/1176 intracellular signal transduction",6.76057300834655e-08,1,"firebrick1"
"49/160 regulation of I-kappaB kinase/NF-kappaB signaling",0.000172273949498279,1,"firebrick1"
"13/32 negative regulation of I-kappaB kinase/NF-kappaB signaling",0.0113815144533896,1,"lightcoral"
"151/580 cell death",0.00250489773822927,1,"firebrick1"
"13/25 extrinsic apoptotic signaling pathway via death domain receptors",0.000456739598636034,1,"firebrick1"
"119/489 regulation of cellular response to stress",3.50612363220771e-05,1,"firebrick1"
"39/153 regulation of stress-activated protein kinase signaling cascade",0.000950296053596294,1,"firebrick1"
"13/50 negative regulation of stress-activated protein kinase signaling cascade",0.0208475850893196,1,"lightcoral"
"175/743 positive regulation of intracellular signal transduction",0.00793710608605313,1,"firebrick1"
"311/1318 regulation of intracellular signal transduction",0.000169093535451318,1,"firebrick1"
"23/86 positive regulation of stress-activated protein kinase signaling cascade",0.033750339115645,1,"lightcoral"
"139/588 regulation of MAPK cascade",0.044019923890183,1,"lightcoral"
"5/21 regulation of myeloid cell apoptotic process",0.0478464758953042,1,"lightcoral"
"275/1042 regulation of cell death",0.00752484838470752,1,"firebrick1"
"25/107 regulation of extrinsic apoptotic signaling pathway",0.00805736886520273,1,"firebrick1"
"17/62 positive regulation of extrinsic apoptotic signaling pathway",0.0426119533252908,1,"lightcoral"
"66/240 regulation of apoptotic signaling pathway",0.00556497349123796,1,"firebrick1"
"35/127 positive regulation of apoptotic signaling pathway",0.00342436254299602,1,"firebrick1"
"37/115 positive regulation of peptidase activity",0.046807549660678,1,"lightcoral"
"28/78 activation of cysteine-type endopeptidase activity involved in apoptotic process",0.00258199843977164,1,"firebrick1"
"262/1039 positive regulation of protein metabolic process",0.0317087221004132,1,"lightcoral"
"85/363 regulation of protein serine/threonine kinase activity",0.0440106210616887,1,"lightcoral"
"189/736 regulation of transferase activity",0.0465635663757046,1,"lightcoral"
"21/47 activation of NF-kappaB-inducing kinase activity",0.0123057985517397,1,"lightcoral"
"338/1354 regulation of catalytic activity",0.0351758559884069,1,"lightcoral"
