"","pval","direction","color"
"81/239 vesicle organization",0.0479486528384533,1,"lightcoral"
"6/9 platelet dense granule organization",0.0224846460018188,1,"lightcoral"
"51/138 endoplasmic reticulum to Golgi vesicle-mediated transport",0.0468136874161815,1,"lightcoral"
"7/15 vesicle cargo loading",0.0263955209852038,1,"lightcoral"
"5/8 protein localization to nucleolus",0.0479486528384533,1,"lightcoral"
"37/94 cellular component biogenesis",0.00207390931046424,1,"firebrick1"
"14/29 ribosomal large subunit biogenesis",0.00524268083945946,1,"firebrick1"
"47/129 mRNA transport",4.63937285579433e-06,1,"firebrick1"
"20/75 mRNA export from nucleus",0.00551309043682325,1,"firebrick1"
"73/207 nucleobase-containing compound transport",1.01965903943892e-10,1,"firebrick1"
"17/43 protein export from nucleus",0.0132454454458511,1,"lightcoral"
"46/136 nuclear export",8.94608431391397e-05,1,"firebrick1"
"422/1239 intracellular transport",6.45161198518768e-08,1,"firebrick1"
"68/208 nuclear transport",0.00308042411853918,1,"firebrick1"
"12/16 rRNA-containing ribonucleoprotein complex export from nucleus",0.00145969404970611,1,"firebrick1"
"35/101 RNA export from nucleus",2.12724618152797e-06,1,"firebrick1"
"21/43 protein localization to mitochondrion",0.000283689465746936,1,"firebrick1"
"25/49 mitochondrial transmembrane transport",0.0112649222254475,1,"lightcoral"
"41/86 mitochondrial transport",0.00475702024836855,1,"firebrick1"
"8/12 protein import into mitochondrial matrix",0.00474915926065415,1,"firebrick1"
"18/51 protein localization to endoplasmic reticulum",0.0113945514782301,1,"lightcoral"
"193/525 protein localization to organelle",0.0402190033767391,1,"lightcoral"
"13/34 establishment of protein localization to endoplasmic reticulum",0.000811838130112631,1,"firebrick1"
"116/308 establishment of protein localization to organelle",0.00031150072381297,1,"firebrick1"
"56/136 protein import",0.00555525587737954,1,"firebrick1"
"19/33 protein transmembrane import into intracellular organelle",0.030499719491683,1,"lightcoral"
"25/45 protein transmembrane transport",0.0375745666733352,1,"lightcoral"
"466/1374 establishment of protein localization",3.40483218832371e-07,1,"firebrick1"
"66/188 protein targeting",0.034435883614621,1,"lightcoral"
"249/720 intracellular protein transport",1.49545179161414e-05,1,"firebrick1"
"25/59 organelle disassembly",0.0257281458878208,1,"lightcoral"
"8/15 mitochondrial protein processing",0.0018264823112187,1,"firebrick1"
"22/53 mitochondrial membrane organization",0.0228206864084493,1,"lightcoral"
"6/11 cristae formation",0.00856851974160748,1,"firebrick1"
"7/17 mitochondrial fusion",0.0404022217436766,1,"lightcoral"
"4/11 release of cytochrome c from mitochondria",0.0191331609016782,1,"lightcoral"
"89/247 mitochondrion organization",0.0163590483096529,1,"lightcoral"
"29/93 chromatin assembly",0.00225812611744329,0,"dodgerblue2"
"36/115 chromatin assembly or disassembly",0.000630154285291543,0,"dodgerblue2"
"19/66 heterochromatin assembly by small RNA",0.00225812611744329,0,"dodgerblue2"
"14/32 DNA replication initiation",0.0124463812548157,0,"skyblue2"
"27/70 epithelial structure maintenance",0.00172223872005865,0,"dodgerblue2"
"111/309 anatomical structure homeostasis",0.0160288755884557,0,"skyblue2"
"9/18 cellular senescence",0.00392905088481536,0,"dodgerblue2"
"69/213 double-strand break repair",0.0124463812548157,0,"skyblue2"
"11/30 telomere maintenance via recombination",0.00444853329348898,0,"dodgerblue2"
"17/41 mitotic recombination",0.00297620491998671,0,"dodgerblue2"
"35/97 regulation of DNA recombination",0.0191493421635667,0,"skyblue2"
"10/24 positive regulation of immunoglobulin production",0.048210403820291,0,"skyblue2"
"43/82 regulation of DNA-dependent DNA replication",0.0145640522900412,0,"skyblue2"
"9/11 replication fork arrest",0.00122616635476512,0,"dodgerblue2"
"20/65 DNA-dependent DNA replication maintenance of fidelity",0.0167861377163893,0,"skyblue2"
"7/14 regulation of helicase activity",0.0317143902978826,0,"skyblue2"
"6/9 meiotic mismatch repair",0.0461992002735043,0,"skyblue2"
"343/852 cell cycle process",0.00237865730997473,0,"dodgerblue2"
"20/34 sister chromatid cohesion",0.0366807000871794,0,"skyblue2"
"155/414 chromosome organization",2.04124124812012e-06,0,"dodgerblue2"
"216/521 mitotic cell cycle process",0.0187876565557924,0,"skyblue2"
"45/136 DNA conformation change",0.0292861370807438,0,"skyblue2"
"13/28 mitotic chromosome condensation",0.0200517324106065,0,"skyblue2"
"19/45 DNA packaging",0.0228206864084493,0,"skyblue2"
"8/15 positive regulation of chromosome segregation",0.0322714376172997,0,"skyblue2"
"215/563 cell division",0.00088340725421709,0,"dodgerblue2"
"7/10 kinetochore organization",0.0331922440424907,0,"skyblue2"
"10/11 calcium activated phospholipid scrambling",0.000999281104494349,0,"dodgerblue2"
"45/104 plasma membrane organization",0.0163590483096529,0,"skyblue2"
"14/22 plasma membrane phospholipid scrambling",0.0249017550568338,0,"skyblue2"
"28/71 cellular transition metal ion homeostasis",0.0191331609016782,1,"lightcoral"
"12/27 regulation of SMAD protein signal transduction",0.0269028945729701,0,"skyblue2"
"38/81 muscle structure development",0.0211857041119496,0,"skyblue2"
"56/150 neurogenesis",0.0109543482347481,0,"skyblue2"
"152/474 cell-cell adhesion",0.0306157586489593,0,"skyblue2"
"330/1076 biological adhesion",1.15162404431761e-05,0,"dodgerblue2"
"19/49 neuron cell-cell adhesion",0.0279179072679397,0,"skyblue2"
"25/61 membrane assembly",0.0145668394382587,0,"skyblue2"
"7/15 hemidesmosome assembly",0.026877048288638,0,"skyblue2"
"133/334 cell junction organization",0.0115308066412009,0,"skyblue2"
"12/22 protein localization to juxtaparanode region of axon",0.0230989203486591,0,"skyblue2"
"22/39 protein localization to axon",0.041339525288983,0,"skyblue2"
"12/24 response to histamine",0.0330329887744056,0,"skyblue2"
"49/162 sensory perception of mechanical stimulus",0.0128786646123882,0,"skyblue2"
"230/745 nervous system process",0.0368173258435897,0,"skyblue2"
"52/143 potassium ion transport",0.0018264823112187,0,"dodgerblue2"
"144/379 regulation of membrane potential",0.0189661782618104,0,"skyblue2"
"45/98 action potential",0.000999281104494349,0,"dodgerblue2"
"25/54 neuronal action potential",0.0129448333810634,0,"skyblue2"
"149/387 regulation of transmembrane transport",0.018711692731449,0,"skyblue2"
"13/32 positive regulation of potassium ion transmembrane transporter activity",0.0410038442544436,0,"skyblue2"
"5/9 de novo centriole assembly involved in multi-ciliated epithelial cell differentiation",0.0423699129523458,0,"skyblue2"
"266/840 microtubule-based process",0.0416918682319177,0,"skyblue2"
"39/98 microtubule organizing center organization",0.0127732529795504,0,"skyblue2"
"6/10 positive regulation of protein localization to cilium",0.0088785930967912,0,"dodgerblue2"
"240/696 plasma membrane bounded cell projection organization",0.019910264544836,0,"skyblue2"
"325/932 cell projection organization",0.00085577798207601,0,"dodgerblue2"
"145/457 cell projection assembly",0.010082503023817,0,"skyblue2"
"11/17 positive regulation of striated muscle contraction",0.0127732529795504,0,"skyblue2"
"66/187 regulation of muscle system process",0.00739937455353355,0,"dodgerblue2"
"153/453 regulation of system process",0.048210403820291,0,"skyblue2"
"49/139 regulation of muscle contraction",0.00700200947036767,0,"dodgerblue2"
"13/21 regulation of skeletal muscle contraction",0.00346536652109993,0,"dodgerblue2"
"62/154 positive regulation of cytoskeleton organization",0.034435883614621,0,"skyblue2"
"122/309 regulation of supramolecular fiber organization",0.00010248381140553,0,"dodgerblue2"
"10/17 regulation of sarcomere organization",0.0240034299011935,0,"skyblue2"
"20/37 actin filament bundle organization",0.0230989203486591,0,"skyblue2"
"152/374 supramolecular fiber organization",1.91292369245573e-07,0,"dodgerblue2"
"76/181 actin filament organization",0.000444488219514173,0,"dodgerblue2"
"11/17 actin nucleation",0.00396132590667183,0,"dodgerblue2"
"18/40 positive regulation of protein-containing complex disassembly",0.0426407371813788,0,"skyblue2"
"43/96 regulation of protein-containing complex disassembly",0.011642240479251,0,"skyblue2"
"131/396 regulation of anatomical structure size",0.0414238762342796,0,"skyblue2"
"17/35 negative regulation of actin filament depolymerization",0.00660033503491172,0,"dodgerblue2"
"93/232 regulation of cellular component size",0.0437094122215666,0,"skyblue2"
"55/124 regulation of actin polymerization or depolymerization",0.00145969404970611,0,"dodgerblue2"
"22/45 regulation of actin filament depolymerization",0.0031718869576338,0,"dodgerblue2"
"64/155 regulation of protein polymerization",0.00085577798207601,0,"dodgerblue2"
"72/175 regulation of actin filament organization",0.0030584211624004,0,"dodgerblue2"
"331/911 regulation of organelle organization",0.00660033503491172,0,"dodgerblue2"
"142/360 regulation of cytoskeleton organization",0.00032541333206147,0,"dodgerblue2"
"44/104 negative regulation of cytoskeleton organization",0.00947949600252202,0,"dodgerblue2"
"25/57 negative regulation of protein polymerization",0.000227292545046194,0,"dodgerblue2"
"33/87 negative regulation of protein-containing complex assembly",0.0222658223602617,0,"skyblue2"
"16/37 establishment of planar polarity of embryonic epithelium",0.026877048288638,0,"skyblue2"
"145/473 embryonic morphogenesis",0.00475702024836855,0,"dodgerblue2"
"17/44 cochlea morphogenesis",0.011642240479251,0,"skyblue2"
"5/12 cell aggregation",0.0282353696095874,0,"skyblue2"
"143/437 tissue morphogenesis",0.0232643507799488,0,"skyblue2"
"473/1378 anatomical structure morphogenesis",9.12240149034913e-05,0,"dodgerblue2"
"165/508 animal organ morphogenesis",0.0158665442556852,0,"skyblue2"
"39/114 detection of mechanical stimulus",0.0187876565557924,0,"skyblue2"
"399/1286 movement of cell or subcellular component",0.00362938579443773,0,"dodgerblue2"
"19/41 actin filament-based movement",0.0109543482347481,0,"skyblue2"
"46/92 cellular component assembly involved in morphogenesis",8.94608431391397e-05,0,"dodgerblue2"
"283/826 anatomical structure formation involved in morphogenesis",0.0163985002035301,0,"skyblue2"
"13/23 cardiac myofibril assembly",0.0124463812548157,0,"skyblue2"
"45/90 actomyosin structure organization",0.00490590590545137,0,"dodgerblue2"
"279/791 cytoskeleton organization",2.74811030649084e-05,0,"dodgerblue2"
"17/33 myofibril assembly",0.00602735645343163,0,"dodgerblue2"
"26/47 sarcomere organization",4.9331028627723e-05,0,"dodgerblue2"
"138/334 actin filament-based process",0.000100403582413839,0,"dodgerblue2"
"23/39 myosin filament organization",6.76526532287181e-05,0,"dodgerblue2"
"340/1081 system process",6.87340259848355e-05,0,"dodgerblue2"
"60/156 muscle system process",0.00663896810721847,0,"dodgerblue2"
"18/39 cardiac cell development",0.0257281458878208,0,"skyblue2"
"13/21 cardiac muscle fiber development",0.0211110181368102,0,"skyblue2"
"33/68 striated muscle cell development",1.97532789877242e-05,0,"dodgerblue2"
"36/91 muscle cell development",0.00010248381140553,0,"dodgerblue2"
"4/5 neuron fate determination",0.0322714376172997,0,"skyblue2"
"208/616 system development",0.000185789736801471,0,"dodgerblue2"
"14/28 regulation of p38MAPK cascade",0.0431312173916152,1,"lightcoral"
"91/239 positive regulation of cell adhesion",0.0421264972718474,0,"skyblue2"
"59/160 regulation of cell-substrate adhesion",0.00272624105873307,0,"dodgerblue2"
"31/82 positive regulation of cell-substrate adhesion",0.011642240479251,0,"skyblue2"
"6/8 positive regulation of cellular extravasation",0.0209091898144469,0,"skyblue2"
"6/13 regulation of cellular extravasation",0.0373421257672961,0,"skyblue2"
"271/793 regulation of locomotion",0.000638950531626077,0,"dodgerblue2"
"155/419 positive regulation of locomotion",0.023218110821679,0,"skyblue2"
"5/5 regulation of eosinophil migration",0.0455816306950005,0,"skyblue2"
"56/138 positive regulation of ERK1 and ERK2 cascade",0.00759054631834392,0,"dodgerblue2"
"393/1064 regulation of cell differentiation",0.0191331609016782,0,"skyblue2"
"39/86 regulation of epithelial to mesenchymal transition",0.00656403093883442,0,"dodgerblue2"
"29/61 positive regulation of epithelial to mesenchymal transition",0.00237865730997473,0,"dodgerblue2"
"240/593 positive regulation of cell differentiation",0.00864134309109967,0,"dodgerblue2"
"351/914 positive regulation of developmental process",0.00116771230726573,0,"dodgerblue2"
