"","pval","direction","color"
"5/5 eukaryotic translation initiation factor 3 complex, eIF3m",0.0024923940256219,1,"firebrick1"
"19/23 translation preinitiation complex",6.47498502322282e-06,1,"firebrick1"
"4/5 eukaryotic translation initiation factor 3 complex, eIF3e",0.00736516510136407,1,"firebrick1"
"4/6 tRNA-splicing ligase complex",0.00759972523072242,1,"firebrick1"
"6/9 DNA replication factor C complex",0.0238540403579103,0,"skyblue2"
"5/6 Elg1 RFC-like complex",0.0351549185251907,0,"skyblue2"
"9/14 nuclear pore nuclear basket",0.0249981735492347,1,"lightcoral"
"3/5 nuclear pore cytoplasmic filaments",0.0493575020156461,1,"lightcoral"
"8/10 annulate lamellae",0.0262237508784961,1,"lightcoral"
"35/74 nuclear pore",6.5877143872453e-07,1,"firebrick1"
"5/8 replication fork protection complex",0.0238540403579103,0,"skyblue2"
"5/5 proteasome core complex, beta-subunit complex",0.00146654695171635,1,"firebrick1"
"16/17 proteasome core complex",2.07982961950209e-09,1,"firebrick1"
"7/8 proteasome core complex, alpha-subunit complex",0.000172257129267336,1,"firebrick1"
"4/5 spermatoproteasome complex",0.0158319164757546,1,"lightcoral"
"44/76 peptidase complex",7.71984907320428e-12,1,"firebrick1"
"35/55 endopeptidase complex",1.6056598631347e-12,1,"firebrick1"
"10/13 proteasome regulatory particle, base subcomplex",0.000397566425108228,1,"firebrick1"
"8/8 proteasome regulatory particle",2.74997485951501e-05,1,"firebrick1"
"6/6 proteasome regulatory particle, lid subcomplex",0.000783180659260935,1,"firebrick1"
"15/17 proteasome accessory complex",4.37923560941781e-09,1,"firebrick1"
"9/16 mRNA cleavage and polyadenylation specificity factor complex",0.0123594343205246,1,"lightcoral"
"15/25 mRNA cleavage factor complex",0.00208838077653853,1,"firebrick1"
"23/44 transcription elongation factor complex",4.87365204050676e-05,1,"firebrick1"
"4/7 polytene chromosome",0.0262237508784961,1,"lightcoral"
"12/22 transcriptionally active chromatin",0.00163599726018405,1,"firebrick1"
"6/12 ribonuclease P complex",0.0158319164757546,1,"lightcoral"
"42/71 fibrillar center",0.020696567054558,1,"lightcoral"
"11/18 preribosome, large subunit precursor",0.0011632442899431,1,"firebrick1"
"14/21 sno(s)RNA-containing ribonucleoprotein complex",9.54700152621112e-07,1,"firebrick1"
"3/5 box C/D RNP complex",0.0313963354679009,1,"lightcoral"
"8/12 preribosome, small subunit precursor",0.000826330881999418,1,"firebrick1"
"51/84 preribosome",1.60352850119527e-15,1,"firebrick1"
"11/19 90S preribosome",0.00146654695171635,1,"firebrick1"
"337/668 nucleolus",1.00211045680133e-15,1,"firebrick1"
"30/52 small-subunit processome",9.83921665097909e-09,1,"firebrick1"
"4/10 RNA N6-methyladenosine methyltransferase complex",0.0304442245389109,1,"lightcoral"
"7/7 methylosome",0.000711546256546763,1,"firebrick1"
"48/103 methyltransferase complex",0.000492047710434335,1,"firebrick1"
"6/7 N-terminal protein acetyltransferase complex",0.0484908741929357,1,"lightcoral"
"8/17 RNA polymerase III complex",0.0384934336623834,1,"lightcoral"
"5/10 RNA polymerase I complex",0.00916986616869475,1,"firebrick1"
"366/832 transferase complex",0.00348884580268081,1,"firebrick1"
"642/1433 catalytic complex",8.60087577265479e-15,1,"firebrick1"
"7/12 RNA polymerase II, core complex",0.00445792456782563,1,"firebrick1"
"21/51 DNA-directed RNA polymerase complex",0.00736516510136407,1,"firebrick1"
"3/9 LUBAC complex",0.0338347157449716,1,"lightcoral"
"372/832 intracellular protein-containing complex",8.69291784251269e-06,1,"firebrick1"
"158/370 ubiquitin ligase complex",0.00362071082827237,1,"firebrick1"
"30/66 Cul3-RING ubiquitin ligase complex",0.0318925506628006,1,"lightcoral"
"7/18 SWI/SNF complex",0.00356815562716593,1,"firebrick1"
"35/83 ATPase complex",0.00976083774446614,1,"firebrick1"
"7/18 DNA helicase complex",0.00180924359111663,1,"firebrick1"
"11/28 INO80-type complex",0.000492047710434335,1,"firebrick1"
"8/33 mediator complex",0.00322947624549568,1,"firebrick1"
"12/27 MLL1/2 complex",0.0104749053042063,1,"lightcoral"
"12/19 nuclear exosome (RNase complex)",0.000640474328361139,1,"firebrick1"
"529/1147 nuclear protein-containing complex",1.00000000000371e-15,1,"firebrick1"
"10/28 transcription factor TFIID complex",0.0254389527492195,1,"lightcoral"
"34/101 RNA polymerase II transcription regulator complex",0.00140301979480271,1,"firebrick1"
"11/20 U12-type spliceosomal complex",0.000512583460551346,1,"firebrick1"
"21/30 U4/U6 x U5 tri-snRNP complex",8.32420143126893e-08,1,"firebrick1"
"50/80 Sm-like protein family complex",1.0203056621752e-15,1,"firebrick1"
"11/18 U5 snRNP",0.000492145117373867,1,"firebrick1"
"42/62 small nuclear ribonucleoprotein complex",2.78526539180974e-15,1,"firebrick1"
"24/33 precatalytic spliceosome",2.33898783565172e-09,1,"firebrick1"
"4/6 Lsm2-8 complex",0.0171298134124754,1,"lightcoral"
"11/17 U2 snRNP",0.000335444776745502,1,"firebrick1"
"11/15 post-mRNA release spliceosomal complex",5.53754794561714e-05,1,"firebrick1"
"49/69 U2-type spliceosomal complex",1.0284240369569e-15,1,"firebrick1"
"8/12 U2-type prespliceosome",0.000492047710434335,1,"firebrick1"
"330/572 ribonucleoprotein complex",1e-15,1,"firebrick1"
"10/16 Prp19 complex",0.00826918412988272,1,"firebrick1"
"112/172 spliceosomal complex",1e-15,1,"firebrick1"
"24/32 U2-type catalytic step 2 spliceosome",6.31743023589173e-09,1,"firebrick1"
"60/82 catalytic step 2 spliceosome",1.00000322431506e-15,1,"firebrick1"
"24/51 intercellular bridge",0.0362664535989721,0,"skyblue2"
"773/1694 nucleoplasm",1.6768649907366e-13,1,"firebrick1"
"10/12 pericentric heterochromatin",0.00513416335828011,0,"dodgerblue2"
"8/10 Smc5-Smc6 complex",0.00456756876628872,0,"dodgerblue2"
"144/276 nuclear speck",1.580275988589e-11,1,"firebrick1"
"5/5 interchromatin granule",0.0119321134397059,0,"skyblue2"
"26/40 Cajal body",4.23388970774845e-08,1,"firebrick1"
"253/518 nuclear body",2.12826272630527e-10,1,"firebrick1"
"9/19 SMN complex",0.000512262664394078,1,"firebrick1"
"6/13 Gemini of coiled bodies",0.00736516510136407,1,"firebrick1"
"16/34 phagophore assembly site",0.0119321134397059,1,"lightcoral"
"19/33 polysome",0.0392920430904349,1,"lightcoral"
"16/38 cytosolic small ribosomal subunit",0.000538200366789941,1,"firebrick1"
"9/20 organellar small ribosomal subunit",0.00214229144078514,1,"firebrick1"
"26/62 small ribosomal subunit",5.89432801814809e-07,1,"firebrick1"
"30/73 ribosome",4.73104173670278e-06,1,"firebrick1"
"11/36 cytosolic large ribosomal subunit",0.00440806618545227,1,"firebrick1"
"64/139 ribosomal subunit",3.30699498126935e-15,1,"firebrick1"
"24/37 organellar large ribosomal subunit",1.88906178594764e-06,1,"firebrick1"
"38/77 large ribosomal subunit",1.01430394234703e-08,1,"firebrick1"
"10/15 outer mitochondrial membrane protein complex",0.000581211484298212,1,"firebrick1"
"5/7 mitochondrial outer membrane translocase complex",0.00427789590344118,1,"firebrick1"
"91/171 mitochondrial protein-containing complex",1.00050665181093e-15,1,"firebrick1"
"4/6 TIM23 mitochondrial import inner membrane translocase complex",0.0376053584519673,1,"lightcoral"
"40/77 inner mitochondrial membrane protein complex",1.41437704701097e-07,1,"firebrick1"
"32/83 oxidoreductase complex",0.016328583808486,1,"lightcoral"
"14/32 mitochondrial respiratory chain complex I",0.00680090673257721,1,"firebrick1"
"27/65 respiratory chain complex",0.0024923940256219,1,"firebrick1"
"3/6 cytoplasmic side of endoplasmic reticulum membrane",0.0254389527492195,1,"lightcoral"
"141/333 organelle inner membrane",6.25781204409647e-05,1,"firebrick1"
"211/485 mitochondrial membrane",2.46979793336228e-05,1,"firebrick1"
"82/228 mitochondrial matrix",0.000966750385968951,1,"firebrick1"
"459/1077 mitochondrion",0.000314503897291122,1,"firebrick1"
"5/5 Lewy body",0.00751359667252405,1,"firebrick1"
